Instance;Probleme;Algorithme;Score;Temps_ms;Statut
johnson/johnson32-2-4.clq;WMCP;ILS_k4;2017;10000;OK
johnson/johnson32-2-4.clq;WMCP;VNS_kmax5;2017;10000;OK
keller/keller4.clq;MCP;ILS_k1;9;10000;OK
keller/keller4.clq;MCP;ILS_k2;11;10000;OK
keller/keller4.clq;MCP;ILS_k3;11;10000;OK
keller/keller4.clq;MCP;ILS_k4;11;10000;OK
keller/keller4.clq;MCP;VNS_kmax5;11;10000;OK
keller/keller4.clq;WMCP;ILS_k1;589;10000;OK
keller/keller4.clq;WMCP;ILS_k2;957;10000;OK
keller/keller4.clq;WMCP;ILS_k3;1138;10000;OK
keller/keller4.clq;WMCP;ILS_k4;1142;10000;OK
keller/keller4.clq;WMCP;VNS_kmax5;1142;10000;OK
keller/keller5.clq;MCP;ILS_k1;21;10000;OK
keller/keller5.clq;MCP;ILS_k2;21;10000;OK
keller/keller5.clq;MCP;ILS_k3;24;10000;OK
keller/keller5.clq;MCP;ILS_k4;24;10000;OK
keller/keller5.clq;MCP;VNS_kmax5;23;10000;OK
keller/keller5.clq;WMCP;ILS_k1;2419;10000;OK
keller/keller5.clq;WMCP;ILS_k2;2627;10000;OK
keller/keller5.clq;WMCP;ILS_k3;2918;10000;OK
keller/keller5.clq;WMCP;ILS_k4;2982;10000;OK
keller/keller5.clq;WMCP;VNS_kmax5;3040;10000;OK
keller/keller6.clq;MCP;ILS_k1;46;10000.1;OK
keller/keller6.clq;MCP;ILS_k2;48;10000;OK
keller/keller6.clq;MCP;ILS_k3;49;10000.1;OK
keller/keller6.clq;MCP;ILS_k4;47;10000.1;OK
keller/keller6.clq;MCP;VNS_kmax5;47;10000.1;OK
keller/keller6.clq;WMCP;ILS_k1;5596;10000.1;OK
keller/keller6.clq;WMCP;ILS_k2;6274;10000;OK
keller/keller6.clq;WMCP;ILS_k3;6468;10000.1;OK
keller/keller6.clq;WMCP;ILS_k4;6377;10000;OK
keller/keller6.clq;WMCP;VNS_kmax5;6467;10000;OK
MANN_a/MANN_a9.clq;MCP;ILS_k1;16;10000;OK
MANN_a/MANN_a9.clq;MCP;ILS_k2;16;10000;OK
MANN_a/MANN_a9.clq;MCP;ILS_k3;16;10023.3;OK
MANN_a/MANN_a9.clq;MCP;ILS_k4;16;10000;OK
MANN_a/MANN_a9.clq;MCP;VNS_kmax5;16;10000;OK
MANN_a/MANN_a9.clq;WMCP;ILS_k1;354;10000;OK
MANN_a/MANN_a9.clq;WMCP;ILS_k2;354;10000;OK
MANN_a/MANN_a9.clq;WMCP;ILS_k3;356;10000;OK
MANN_a/MANN_a9.clq;WMCP;ILS_k4;356;10000;OK
MANN_a/MANN_a9.clq;WMCP;VNS_kmax5;356;10000;OK
MANN_a/MANN_a27.clq;MCP;ILS_k1;120;10000;OK
MANN_a/MANN_a27.clq;MCP;ILS_k2;122;10000;OK
MANN_a/MANN_a27.clq;MCP;ILS_k3;125;10000;OK
MANN_a/MANN_a27.clq;MCP;ILS_k4;123;10000;OK
MANN_a/MANN_a27.clq;MCP;VNS_kmax5;121;10000;OK
MANN_a/MANN_a27.clq;WMCP;ILS_k1;12127;10000;OK
MANN_a/MANN_a27.clq;WMCP;ILS_k2;12127;10000;OK
MANN_a/MANN_a27.clq;WMCP;ILS_k3;12127;10000;OK
MANN_a/MANN_a27.clq;WMCP;ILS_k4;12127;10000;OK
MANN_a/MANN_a27.clq;WMCP;VNS_kmax5;12127;10000;OK
MANN_a/MANN_a45.clq;MCP;ILS_k1;331;10000.1;OK
MANN_a/MANN_a45.clq;MCP;ILS_k2;331;10000.2;OK
MANN_a/MANN_a45.clq;MCP;ILS_k3;331;10000.1;OK
MANN_a/MANN_a45.clq;MCP;ILS_k4;332;10000;OK
MANN_a/MANN_a45.clq;MCP;VNS_kmax5;332;10000.1;OK
MANN_a/MANN_a45.clq;WMCP;ILS_k1;34140;10000;OK
MANN_a/MANN_a45.clq;WMCP;ILS_k2;34140;10000.1;OK
MANN_a/MANN_a45.clq;WMCP;ILS_k3;34140;10000.1;OK
MANN_a/MANN_a45.clq;WMCP;ILS_k4;34140;10000.2;OK
MANN_a/MANN_a45.clq;WMCP;VNS_kmax5;34140;10000;OK
MANN_a/MANN_a81.clq;MCP;ILS_k1;1081;10000;OK
MANN_a/MANN_a81.clq;MCP;ILS_k2;1081;10001.1;OK
MANN_a/MANN_a81.clq;MCP;ILS_k3;1081;10001.5;OK
MANN_a/MANN_a81.clq;MCP;ILS_k4;1081;10001.9;OK
MANN_a/MANN_a81.clq;MCP;VNS_kmax5;1081;10001.8;OK
MANN_a/MANN_a81.clq;WMCP;ILS_k1;109448;10001.1;OK
MANN_a/MANN_a81.clq;WMCP;ILS_k2;109448;10001.6;OK
MANN_a/MANN_a81.clq;WMCP;ILS_k3;109250;10001.1;OK
MANN_a/MANN_a81.clq;WMCP;ILS_k4;109448;10001.8;OK
MANN_a/MANN_a81.clq;WMCP;VNS_kmax5;109249;10000.3;OK
san/san200_0.7_1.clq;MCP;ILS_k1;16;10000;OK
san/san200_0.7_1.clq;MCP;ILS_k2;16;10000;OK
san/san200_0.7_1.clq;MCP;ILS_k3;17;10000;OK
san/san200_0.7_1.clq;MCP;ILS_k4;17;10000;OK
san/san200_0.7_1.clq;MCP;VNS_kmax5;18;10000;OK
san/san200_0.7_1.clq;WMCP;ILS_k1;2455;10000;OK
san/san200_0.7_1.clq;WMCP;ILS_k2;2543;10000;OK
san/san200_0.7_1.clq;WMCP;ILS_k3;2543;10000;OK
san/san200_0.7_1.clq;WMCP;ILS_k4;2543;10000;OK
san/san200_0.7_1.clq;WMCP;VNS_kmax5;2543;10000;OK
san/san200_0.7_2.clq;MCP;ILS_k1;12;10000;OK
san/san200_0.7_2.clq;MCP;ILS_k2;15;10000;OK
san/san200_0.7_2.clq;MCP;ILS_k3;15;10000;OK
san/san200_0.7_2.clq;MCP;ILS_k4;15;10000;OK
san/san200_0.7_2.clq;MCP;VNS_kmax5;15;10000;OK
san/san200_0.7_2.clq;WMCP;ILS_k1;2286;10000;OK
san/san200_0.7_2.clq;WMCP;ILS_k2;2286;10000;OK
san/san200_0.7_2.clq;WMCP;ILS_k3;2359;10000;OK
san/san200_0.7_2.clq;WMCP;ILS_k4;2359;10000;OK
san/san200_0.7_2.clq;WMCP;VNS_kmax5;2359;10000;OK
san/san200_0.9_1.clq;MCP;ILS_k1;46;10000;OK
san/san200_0.9_1.clq;MCP;ILS_k2;47;10000;OK
san/san200_0.9_1.clq;MCP;ILS_k3;48;10000;OK
san/san200_0.9_1.clq;MCP;ILS_k4;48;10000;OK
san/san200_0.9_1.clq;MCP;VNS_kmax5;48;10000;OK
san/san200_0.9_1.clq;WMCP;ILS_k1;6217;10000;OK
san/san200_0.9_1.clq;WMCP;ILS_k2;6437;10000;OK
san/san200_0.9_1.clq;WMCP;ILS_k3;6498;10000;OK
san/san200_0.9_1.clq;WMCP;ILS_k4;6437;10000;OK
san/san200_0.9_1.clq;WMCP;VNS_kmax5;6498;10000;OK
san/san200_0.9_2.clq;MCP;ILS_k1;36;10000;OK
san/san200_0.9_2.clq;MCP;ILS_k2;38;10000;OK
san/san200_0.9_2.clq;MCP;ILS_k3;38;10000;OK
san/san200_0.9_2.clq;MCP;ILS_k4;39;10000;OK
san/san200_0.9_2.clq;MCP;VNS_kmax5;39;10000;OK
san/san200_0.9_2.clq;WMCP;ILS_k1;4780;10000;OK
san/san200_0.9_2.clq;WMCP;ILS_k2;4890;10000;OK
san/san200_0.9_2.clq;WMCP;ILS_k3;6022;10000;OK
san/san200_0.9_2.clq;WMCP;ILS_k4;4890;10000;OK
san/san200_0.9_2.clq;WMCP;VNS_kmax5;5017;10000;OK
san/san200_0.9_3.clq;MCP;ILS_k1;33;10000;OK
san/san200_0.9_3.clq;MCP;ILS_k2;33;10000;OK
san/san200_0.9_3.clq;MCP;ILS_k3;35;10000;OK
san/san200_0.9_3.clq;MCP;ILS_k4;35;10000;OK
san/san200_0.9_3.clq;MCP;VNS_kmax5;35;10000;OK
san/san200_0.9_3.clq;WMCP;ILS_k1;4403;10000;OK
san/san200_0.9_3.clq;WMCP;ILS_k2;4516;10000;OK
san/san200_0.9_3.clq;WMCP;ILS_k3;4616;10000;OK
san/san200_0.9_3.clq;WMCP;ILS_k4;4439;10000;OK
san/san200_0.9_3.clq;WMCP;VNS_kmax5;4553;10000;OK
san/san400_0.5_1.clq;MCP;ILS_k1;7;10000;OK
san/san400_0.5_1.clq;MCP;ILS_k2;8;10000;OK
san/san400_0.5_1.clq;MCP;ILS_k3;8;10000;OK
san/san400_0.5_1.clq;MCP;ILS_k4;9;10000;OK
san/san400_0.5_1.clq;MCP;VNS_kmax5;9;10000;OK
san/san400_0.5_1.clq;WMCP;ILS_k1;1181;10000;OK
san/san400_0.5_1.clq;WMCP;ILS_k2;1181;10000;OK
san/san400_0.5_1.clq;WMCP;ILS_k3;1297;10000;OK
san/san400_0.5_1.clq;WMCP;ILS_k4;1297;10000;OK
san/san400_0.5_1.clq;WMCP;VNS_kmax5;1432;10000;OK
san/san400_0.7_1.clq;MCP;ILS_k1;21;10000;OK
san/san400_0.7_1.clq;MCP;ILS_k2;21;10000;OK
san/san400_0.7_1.clq;MCP;ILS_k3;21;10000;OK
san/san400_0.7_1.clq;MCP;ILS_k4;21;10000;OK
san/san400_0.7_1.clq;MCP;VNS_kmax5;21;10000;OK
san/san400_0.7_1.clq;WMCP;ILS_k1;3293;10000;OK
san/san400_0.7_1.clq;WMCP;ILS_k2;3541;10000;OK
san/san400_0.7_1.clq;WMCP;ILS_k3;3541;10000;OK
san/san400_0.7_1.clq;WMCP;ILS_k4;3541;10000;OK
san/san400_0.7_1.clq;WMCP;VNS_kmax5;3541;10000;OK
san/san400_0.7_2.clq;MCP;ILS_k1;17;10000;OK
san/san400_0.7_2.clq;MCP;ILS_k2;17;10000;OK
san/san400_0.7_2.clq;MCP;ILS_k3;17;10000;OK
san/san400_0.7_2.clq;MCP;ILS_k4;17;10000;OK
san/san400_0.7_2.clq;MCP;VNS_kmax5;17;10000;OK
san/san400_0.7_2.clq;WMCP;ILS_k1;2286;10000;OK
san/san400_0.7_2.clq;WMCP;ILS_k2;2890;10000;OK
san/san400_0.7_2.clq;WMCP;ILS_k3;2920;10000;OK
san/san400_0.7_2.clq;WMCP;ILS_k4;2933;10000;OK
san/san400_0.7_2.clq;WMCP;VNS_kmax5;2933;10000;OK
san/san400_0.7_3.clq;MCP;ILS_k1;14;10000;OK
san/san400_0.7_3.clq;MCP;ILS_k2;16;10000;OK
san/san400_0.7_3.clq;MCP;ILS_k3;16;10000;OK
san/san400_0.7_3.clq;MCP;ILS_k4;17;10000;OK
san/san400_0.7_3.clq;MCP;VNS_kmax5;17;10000;OK
san/san400_0.7_3.clq;WMCP;ILS_k1;1739;10000;OK
san/san400_0.7_3.clq;WMCP;ILS_k2;2352;10000;OK
san/san400_0.7_3.clq;WMCP;ILS_k3;2534;10000;OK
san/san400_0.7_3.clq;WMCP;ILS_k4;2616;10000;OK
san/san400_0.7_3.clq;WMCP;VNS_kmax5;2596;10000;OK
san/san400_0.9_1.clq;MCP;ILS_k1;100;10000;OK
san/san400_0.9_1.clq;MCP;ILS_k2;100;10000;OK
san/san400_0.9_1.clq;MCP;ILS_k3;100;10000;OK
san/san400_0.9_1.clq;MCP;ILS_k4;100;10000;OK
san/san400_0.9_1.clq;MCP;VNS_kmax5;100;10000;OK
san/san400_0.9_1.clq;WMCP;ILS_k1;9876;10000;OK
san/san400_0.9_1.clq;WMCP;ILS_k2;9876;10000;OK
san/san400_0.9_1.clq;WMCP;ILS_k3;9876;10000;OK
san/san400_0.9_1.clq;WMCP;ILS_k4;9876;10000;OK
san/san400_0.9_1.clq;WMCP;VNS_kmax5;9876;10000;OK
san/san1000.clq;MCP;ILS_k1;8;10000;OK
san/san1000.clq;MCP;ILS_k2;9;10000;OK
san/san1000.clq;MCP;ILS_k3;10;10000;OK
san/san1000.clq;MCP;ILS_k4;10;10000;OK
san/san1000.clq;MCP;VNS_kmax5;10;10000;OK
san/san1000.clq;WMCP;ILS_k1;1569;10000;OK
san/san1000.clq;WMCP;ILS_k2;1707;10000;OK
san/san1000.clq;WMCP;ILS_k3;1707;10000;OK
san/san1000.clq;WMCP;ILS_k4;1682;10000;OK
san/san1000.clq;WMCP;VNS_kmax5;1707;10000;OK
san/sanr200_0.7.clq;MCP;ILS_k1;15;10000;OK
san/sanr200_0.7.clq;MCP;ILS_k2;17;10000;OK
san/sanr200_0.7.clq;MCP;ILS_k3;17;10000;OK
san/sanr200_0.7.clq;MCP;ILS_k4;17;10000;OK
san/sanr200_0.7.clq;MCP;VNS_kmax5;17;10000;OK
san/sanr200_0.7.clq;WMCP;ILS_k1;2019;10000;OK
san/sanr200_0.7.clq;WMCP;ILS_k2;1902;10000;OK
san/sanr200_0.7.clq;WMCP;ILS_k3;2310;10000;OK
san/sanr200_0.7.clq;WMCP;ILS_k4;2153;10000;OK
san/sanr200_0.7.clq;WMCP;VNS_kmax5;2153;10000;OK
san/sanr200_0.9.clq;MCP;ILS_k1;39;10000;OK
san/sanr200_0.9.clq;MCP;ILS_k2;41;10000;OK
san/sanr200_0.9.clq;MCP;ILS_k3;41;10000;OK
san/sanr200_0.9.clq;MCP;ILS_k4;38;10000;OK
san/sanr200_0.9.clq;MCP;VNS_kmax5;41;10000;OK
san/sanr200_0.9.clq;WMCP;ILS_k1;4329;10000;OK
san/sanr200_0.9.clq;WMCP;ILS_k2;4925;10000;OK
san/sanr200_0.9.clq;WMCP;ILS_k3;4867;10000;OK
san/sanr200_0.9.clq;WMCP;ILS_k4;4925;10000;OK
san/sanr200_0.9.clq;WMCP;VNS_kmax5;4803;10000;OK
san/sanr400_0.5.clq;MCP;ILS_k1;10;10000;OK
san/sanr400_0.5.clq;MCP;ILS_k2;11;10000;OK
san/sanr400_0.5.clq;MCP;ILS_k3;11;10000;OK
san/sanr400_0.5.clq;MCP;ILS_k4;13;10000;OK
san/sanr400_0.5.clq;MCP;VNS_kmax5;12;10000;OK
san/sanr400_0.5.clq;WMCP;ILS_k1;1186;10000;OK
san/sanr400_0.5.clq;WMCP;ILS_k2;1589;10000;OK
san/sanr400_0.5.clq;WMCP;ILS_k3;1647;10000;OK
san/sanr400_0.5.clq;WMCP;ILS_k4;1675;10000;OK
san/sanr400_0.5.clq;WMCP;VNS_kmax5;1745;10000;OK
san/sanr400_0.7.clq;MCP;ILS_k1;20;10000;OK
san/sanr400_0.7.clq;MCP;ILS_k2;20;10000;OK
san/sanr400_0.7.clq;MCP;ILS_k3;20;10000;OK
san/sanr400_0.7.clq;MCP;ILS_k4;20;10000;OK
san/sanr400_0.7.clq;MCP;VNS_kmax5;20;10000;OK
san/sanr400_0.7.clq;WMCP;ILS_k1;2538;10000;OK
san/sanr400_0.7.clq;WMCP;ILS_k2;2538;10000;OK
san/sanr400_0.7.clq;WMCP;ILS_k3;2538;10000;OK
san/sanr400_0.7.clq;WMCP;ILS_k4;2538;10000;OK
san/sanr400_0.7.clq;WMCP;VNS_kmax5;2538;10000;OK
